term,coef
Intercept,0.004327981477906544
resample_scaled,2.833850934949719
seconds,-0.4607629824687327
timesteps,0.2335602352354745
epochs,-0.0022224979717859867
units_avg,0.05918537698601754
batch_log2,-1.3728852416537853
model_LSTM,-0.3205941057966249
model_nan,4.440892098500626e-16
timesteps:units_avg,-0.001014248529025937
resample_scaled:seconds,-0.5343348390823631
