experiment_folder,model,train_dataset,exp_dataset,start_training,end_training,train_time_s,start_pred,end_pred,pred_time_s,group_msec,seconds_ahead,forecast_steps,timesteps_orig,timesteps_train,timesteps_test,batch_size,units_range,best_layers,best_activation,best_optimizer,best_dropout,best_units_l1,best_units_l2,direct_mae,direct_mse,direct_rmse,direct_r2,multi_mae,multi_mse,multi_rmse,multi_r2,step1_mae,step1_rmse,step1_r2,stepN_mae,stepN_rmse,stepN_r2,tuner_trials,tuner_max_trials,multi_mae_den,multi_mse_den,multi_rmse_den,multi_r2_den,step1_mae_den,step1_mse_den,step1_rmse_den,step1_r2_den,stepN_mae_den,stepN_mse_den,stepN_rmse_den,stepN_r2_den
experiments\lstm_training_report_2025-10-10_02-16-50,LSTM,rssi_odom_dataset_12apr25_isolado.parquet,rssi_odom_dataset_11apr25_isolado.parquet,2025-10-10_02-16-50,2025-10-10_02-17-38,48.08294486999512,2025-10-10_02-17-38,2025-10-10_02-20-18,159.46487545967102,100,3.0,30,60,60,60,8192,16-64:16,1,tanh,rmsprop,0.2,64,,4.006406901819271,22.731736307781436,4.767781067517827,0.12701991511556918,0.16112924709281518,0.03329891157522451,0.1824798936190629,0.2995746174358117,0.16117665223128544,0.1824020199032777,0.30357607479325144,0.14314579873262667,0.1738754392768958,0.36983321679346737,10,10,4.006406901819271,22.73173630778144,4.767781067517828,0.12695632377906074,3.758549987449016,18.09237938893339,4.253513769688937,0.3035760747932513,3.338080501001134,16.44041892614741,4.054678646470939,0.36983321679346726
experiments\lstm_training_report_2025-10-10_02-42-50,LSTM,rssi_odom_dataset_11apr25_isolado.parquet,rssi_odom_dataset_12apr25_isolado.parquet,2025-10-10_02-42-50,2025-10-10_02-44-01,71.00930833816528,2025-10-10_02-44-01,2025-10-10_02-46-13,132.17438435554504,100,3.0,30,60,60,60,8192,16-64:16,2,tanh,rmsprop,0.2,16,64,5.94319497393329,46.78610970373015,6.840037258943123,-0.38008255580025596,0.2091551862251532,0.04903516861465992,0.22143885976643737,-0.047373188453837756,0.2096759124009068,0.22191254399713656,-0.043492319847592276,0.22768057832924463,0.24958252639343279,-0.3094789554204367,10,10,5.943194973933276,46.78610970373015,6.840037258943123,-0.3799224909653032,5.608830656724247,35.238002098211616,5.9361605519234075,-0.043492319847592276,6.0904554703072815,44.57341673244695,6.676332581024327,-0.3094789554204369
