_key_,_dataset_id_,_seconds_,Z_1112,__file__,Modelo,group_msec,seconds_ahead,forecast_steps,timesteps_orig,Epochs,units_range,batch_size,Z_1211,DeltaZ
LSTM|100|3.0|30|120|20|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.6753407198266367,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,120,20,32-96:32,1024,0.7792084597246547,-0.10386773989801801
GRU|100|5.0|50|120|20|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.2601853543238786,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,120,20,16-64:16,1024,-1.956513379165921,3.2166987334897996
GRU|100|5.0|50|120|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.2597399853193036,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,120,20,64-256:64,2048,-1.1819582428791997,2.4416982281985034
GRU|40|5.0|125|120|20|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.255639292967366,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,120,20,32-96:32,512,0.47251254668198106,0.783126746285385
GRU|40|3.0|75|120|20|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.6472585085479137,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,120,20,32-96:32,2048,0.9606816054113355,-0.31342309686342185
GRU|40|3.0|75|60|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.6445871627973787,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,60,20,64-256:64,2048,0.705230602928089,-0.060643440130710324
GRU|100|3.0|30|120|150|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.6326849194003769,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,120,150,32-96:32,512,0.1487043012375316,0.48398061816284527
GRU|40|5.0|125|60|20|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.2297345077274708,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,60,20,16-64:16,2048,0.6325566668193785,0.5971778409080923
GRU|100|5.0|50|60|20|64-256:64|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.217661200269043,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,60,20,64-256:64,1024,1.1566518949763656,0.06100930529267745
LSTM|100|5.0|50|60|20|16-64:16|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.1911656246299105,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,60,20,16-64:16,512,0.24387890063203502,0.9472867239978755
LSTM|100|5.0|50|60|20|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.1894690630140492,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,60,20,16-64:16,1024,0.93638720492568,0.25308185808836925
LSTM|100|3.0|30|60|20|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.5849146118752417,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,20,32-96:32,512,0.5833169649480572,0.0015976469271845595
GRU|100|5.0|50|120|20|64-256:64|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.1452130508424732,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,120,20,64-256:64,512,1.0380699547216836,0.10714309612078954
GRU|100|3.0|30|120|20|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.545122413807834,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,120,20,32-96:32,2048,-0.007070772200760676,0.5521931860085947
LSTM|100|3.0|30|120|20|64-256:64|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.5409945239545682,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,120,20,64-256:64,1024,-4.384509494737553,4.925504018692121
GRU|40|3.0|75|120|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.5283385879263446,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,120,20,64-256:64,2048,0.33877205853785397,0.1895665293884906
LSTM|100|5.0|50|120|20|64-256:64|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.1155719998486324,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,120,20,64-256:64,512,0.8349762773304278,0.28059572251820464
LSTM|100|5.0|50|120|20|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.1099384499472604,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,120,20,16-64:16,2048,0.49007577319682083,0.6198626767504396
LSTM|40|3.0|75|60|20|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.5072364923504772,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,60,20,32-96:32,1024,0.19450099932734227,0.3127354930231349
GRU|40|3.0|75|60|20|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.5006334708938635,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,60,20,32-96:32,1024,0.5081243933470938,-0.007490922453230353
GRU|100|3.0|30|120|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.4924089353685658,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,120,20,64-256:64,2048,-0.13429058055850757,0.6266995159270734
GRU|100|5.0|50|60|20|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.0861788645957502,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,60,20,32-96:32,2048,-2.093953762939893,3.1801326275356434
GRU|100|3.0|30|120|150|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.49057184875361765,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,120,150,32-96:32,2048,0.6774454006930548,-0.18687355193943717
LSTM|100|3.0|30|60|20|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.4835454785462054,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,20,16-64:16,2048,-2.1885532206741587,2.672098699220364
GRU|100|5.0|50|60|20|16-64:16|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.0156480039526303,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,60,20,16-64:16,512,-1.0724769983941056,2.088125002346736
LSTM|40|5.0|125|60|20|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,1.009295110152971,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,5.0,125,60,20,32-96:32,2048,0.515485558973626,0.493809551179345
LSTM|100|3.0|30|60|150|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.41043430055504243,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,150,32-96:32,512,0.47330962483875255,-0.06287532428371012
GRU|40|5.0|125|120|20|64-256:64|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.9989381886681203,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,120,20,64-256:64,512,-0.2155585323795345,1.214496721047655
GRU|40|3.0|75|60|20|64-256:64|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.38392603376224005,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,60,20,64-256:64,1024,0.0919264538361801,0.29199957992605996
LSTM|40|5.0|125|60|20|16-64:16|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.9672294358809311,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,5.0,125,60,20,16-64:16,512,0.016524301089781042,0.95070513479115
LSTM|40|3.0|75|120|20|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.3712168697959492,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,120,20,32-96:32,1024,0.681051845643894,-0.3098349758479448
LSTM|40|3.0|75|60|20|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.368109644892818,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,60,20,16-64:16,2048,0.5759538496286865,-0.20784420473586845
GRU|100|3.0|30|120|20|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.3662700400901287,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,120,20,32-96:32,1024,0.7387940854477673,-0.37252404535763856
GRU|100|3.0|30|60|150|64-256:64|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.3655529398053104,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,60,150,64-256:64,512,0.7942366225080219,-0.42868368270271145
LSTM|100|5.0|50|60|150|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.9519310370856724,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,60,150,16-64:16,2048,0.28484923157508557,0.6670818055105868
LSTM|40|3.0|75|60|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.3576075810611491,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,60,20,64-256:64,2048,0.5903673093555984,-0.23275972829444935
LSTM|100|5.0|50|120|20|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.9451944203976418,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,120,20,32-96:32,512,0.8607381771616653,0.08445624323597645
GRU|100|3.0|30|60|150|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.3489851283156916,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,60,150,32-96:32,512,0.18060175885480875,0.16838336946088286
LSTM|100|5.0|50|60|150|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.923370193154992,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,60,150,32-96:32,2048,0.34549489485547596,0.5778752982995161
GRU|40|3.0|75|120|20|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.3151178369430471,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,120,20,16-64:16,2048,-0.41791681477718906,0.7330346517202362
GRU|100|5.0|50|60|150|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.8998083530617792,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,60,150,16-64:16,2048,0.4436219710824543,0.4561863819793249
GRU|100|3.0|30|60|150|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.3014346130792516,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,60,150,32-96:32,2048,0.8020204680352006,-0.500585854955949
GRU|100|5.0|50|120|150|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.8847004693688125,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,120,150,16-64:16,2048,-0.04662115530927282,0.9313216246780853
LSTM|100|3.0|30|60|150|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.2724765917059136,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,150,16-64:16,1024,-0.040497387101235106,0.3129739788071487
LSTM|40|3.0|75|120|150|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.27118945472765843,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,120,150,16-64:16,1024,-0.45055932876869453,0.721748783496353
LSTM|100|3.0|30|120|150|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.26697128010449617,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,120,150,64-256:64,2048,0.5905559189739212,-0.32358463886942507
LSTM|100|3.0|30|60|20|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.254318841928374,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,20,32-96:32,2048,0.06314872555369302,0.19117011637468098
LSTM|40|3.0|75|120|20|64-256:64|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.2485145295539347,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,120,20,64-256:64,1024,0.283080388482696,-0.03456585892876132
LSTM|100|5.0|50|120|20|64-256:64|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.8323935114214578,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,120,20,64-256:64,1024,0.8441642033615799,-0.011770691940122147
GRU|40|3.0|75|60|150|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.24197142474856131,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,60,150,32-96:32,1024,-0.17369846242060982,0.41566988716917114
LSTM|40|3.0|75|120|20|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.24008907067596685,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,120,20,16-64:16,1024,0.25674522830169705,-0.016656157625730195
LSTM|100|3.0|30|120|150|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.23148133898092157,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,120,150,16-64:16,1024,0.13896137410345058,0.092519964877471
GRU|40|5.0|125|60|20|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.7965766142256894,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,60,20,16-64:16,1024,-1.6764588080277805,2.47303542225347
LSTM|40|3.0|75|120|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.2084858844115385,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,120,20,64-256:64,2048,0.5717166010314705,-0.363230716619932
GRU|100|5.0|50|60|20|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.7862374635600995,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,60,20,32-96:32,512,0.34731599208814484,0.43892147147195465
LSTM|40|5.0|125|120|20|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.7754289421059114,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,5.0,125,120,20,32-96:32,512,0.2516652972244027,0.5237636448815087
GRU|40|3.0|75|120|150|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.18807843694087045,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,120,150,16-64:16,2048,-0.14431946762742712,0.33239790456829754
LSTM|40|3.0|75|60|150|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.1832311537828145,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,60,150,32-96:32,2048,-0.09147736169974217,0.27470851548255665
LSTM|100|3.0|30|60|150|64-256:64|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.17833258232861213,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,150,64-256:64,1024,0.39951632419945704,-0.2211837418708449
GRU|100|3.0|30|120|150|16-64:16|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.15732725266312222,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,120,150,16-64:16,512,0.007038646908886527,0.1502886057542357
GRU|100|5.0|50|60|20|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.7371440750973731,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,60,20,32-96:32,1024,-1.5423529620357799,2.279497037133153
GRU|40|5.0|125|60|20|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.7265224663712222,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,60,20,32-96:32,2048,0.2973604159619804,0.4291620504092418
LSTM|100|5.0|50|60|20|64-256:64|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.722169546281668,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,5.0,50,60,20,64-256:64,512,0.918354727278882,-0.19618518099721405
LSTM|40|5.0|125|60|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.7186513581659637,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,5.0,125,60,20,64-256:64,2048,0.7498402184207096,-0.031188860254745876
LSTM|100|3.0|30|120|150|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.11791693384161774,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,120,150,32-96:32,2048,0.4723064894232658,-0.3543895555816481
LSTM|40|3.0|75|60|20|16-64:16|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.0898801557587842,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,60,20,16-64:16,512,0.17214803709356746,-0.08226788133478326
LSTM|40|3.0|75|60|20|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.08987171750434786,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,60,20,16-64:16,1024,0.38703361506877765,-0.2971618975644298
LSTM|100|3.0|30|120|20|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.07909464421786959,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,120,20,16-64:16,1024,0.6192378696202305,-0.5401432254023609
GRU|100|3.0|30|60|150|64-256:64|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.0761976865146221,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,60,150,64-256:64,1024,0.5531396482601849,-0.4769419617455628
GRU|100|5.0|50|60|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.6529225839522594,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,60,20,64-256:64,2048,-1.0456640520418896,1.698586635994149
GRU|40|3.0|75|120|150|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.07052534103240887,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,120,150,32-96:32,2048,0.43824116672213514,-0.3677158256897263
GRU|40|5.0|125|120|20|16-64:16|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.6364498008081052,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,120,20,16-64:16,512,0.8879896470573606,-0.2515398462492554
GRU|40|5.0|125|60|20|64-256:64|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.634377988618274,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,60,20,64-256:64,2048,0.7615984907746995,-0.12722050215642555
GRU|100|5.0|50|120|150|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.6296302437140336,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,120,150,32-96:32,1024,0.6924183935573411,-0.0627881498433075
LSTM|100|3.0|30|120|150|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.04000523080989496,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,120,150,32-96:32,1024,-0.7157331857928401,0.755738416602735
LSTM|40|3.0|75|120|20|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.03955201177038276,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,120,20,32-96:32,512,-0.009986062568960277,0.04953807433934304
GRU|100|3.0|30|120|150|64-256:64|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.025944665507481035,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,120,150,64-256:64,512,-0.28681031849656563,0.31275498400404667
GRU|40|5.0|125|120|20|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.5958881926694441,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,120,20,16-64:16,2048,-1.08656227525952,1.6824504679289642
GRU|40|3.0|75|60|150|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.014778378904030016,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,60,150,16-64:16,2048,0.42700503712989957,-0.41222665822586957
LSTM|100|3.0|30|60|150|16-64:16|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.008288700381228918,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,150,16-64:16,2048,0.11144039663710424,-0.10315169625587532
GRU|40|3.0|75|60|150|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,0.004862049527550522,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,60,150,32-96:32,512,0.12642682132911223,-0.12156477180156171
GRU|40|5.0|125|60|20|64-256:64|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.5759314838637136,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,5.0,125,60,20,64-256:64,512,0.4320225927476637,0.14390889111604993
GRU|40|3.0|75|60|150|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,-0.011944909573778102,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,40,3.0,75,60,150,32-96:32,2048,0.0674480060367151,-0.07939291561049319
LSTM|40|3.0|75|60|20|32-96:32|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,-0.019404824079365668,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,3.0,75,60,20,32-96:32,512,0.4965192101998658,-0.5159240342792315
GRU|100|5.0|50|60|150|16-64:16|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.5552688511688381,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,5.0,50,60,150,16-64:16,1024,0.8813801601409785,-0.32611130897214047
LSTM|40|5.0|125|60|20|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.5439429960866039,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,5.0,125,60,20,32-96:32,1024,0.08588605849937746,0.45805693758722643
LSTM|40|5.0|125|60|20|64-256:64|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,5.0,0.5425606822871435,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,40,5.0,125,60,20,64-256:64,1024,0.4577191283495052,0.08484155393763831
GRU|100|3.0|30|60|150|32-96:32|1024,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,-0.03864338640904698,Resultados_Testes_2DS1112_DoE_full_288.xlsx,GRU,100,3.0,30,60,150,32-96:32,1024,0.2797284191912429,-0.3183718056002899
LSTM|100|3.0|30|60|150|16-64:16|512,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,-0.043073625636887374,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,150,16-64:16,512,0.08770938198818302,-0.1307830076250704
LSTM|100|3.0|30|60|150|32-96:32|2048,rssi_odom_dataset_11apr25_isolado.parquet→rssi_odom_dataset_12apr25_isolado,3.0,-0.04335724351390626,Resultados_Testes_2DS1112_DoE_full_288.xlsx,LSTM,100,3.0,30,60,150,32-96:32,2048,0.5864059155105377,-0.6297631590244439
